case_id,CTR_SIZE,GROSS,YARD_SLOT,dwell_hours,flag_quarantine,flag_customs,flag_damage,n_events,n_unique_roles,n_unique_activities,hours_atb_to_discharge,CTR_TYPE_DRY,CTR_TYPE_FLT,CTR_TYPE_O/T,CTR_TYPE_OVD,CTR_TYPE_RFR,CTR_TYPE_TNK,JOB_DEL_DOCTYPE_BC23,JOB_DEL_DOCTYPE_BCF26,JOB_DEL_DOCTYPE_LAIN2,JOB_DEL_DOCTYPE_LELANG,JOB_DEL_DOCTYPE_NNMITA,JOB_DEL_DOCTYPE_PLP,JOB_DEL_DOCTYPE_SPPB,JOB_DEL_DOCTYPE_TMBLU,YARD_BLOCK_enc
CMAU8334570-2021-07-10,40.0,27886.0,134.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,11.0
CMAU8337775-2021-07-25,40.0,30.3,66.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,13.0
CMAU8338787-2021-09-08,40.0,28.44,26.0,,0,0,0,15,7,15,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10.0
CMAU8351670-2021-09-03,40.0,26.7,14.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9.0
CMAU8352363-2021-07-21,40.0,7.38,24.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,19.0
CMAU8357600-2021-08-07,40.0,28169.0,40.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9.0
CMAU8357679-2021-09-18,40.0,22797.0,88.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12.0
CMAU8383132-2021-08-06,40.0,23207.0,52.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12.0
CMAU8384015-2021-09-07,40.0,27.46,124.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12.0
CMAU8387164-2021-09-23,40.0,28.4,74.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8.0
CMAU8387884-2021-07-21,40.0,9.78,92.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10.0
CMAU8395278-2021-08-14,40.0,28.2,104.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12.0
CMAU8400538-2021-07-19,40.0,28169.0,18.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8.0
CMAU8403100-2021-08-21,40.0,27.7,48.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10.0
CMAU8406109-2021-09-19,40.0,27.3,120.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CMAU8406990-2021-07-12,40.0,28186.0,44.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,14.0
CMAU8411390-2021-08-14,40.0,30.0,102.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CMAU9002457-2021-09-11,40.0,19.8,56.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,16.0
CMAU9009662-2021-07-16,40.0,23.2,102.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10.0
CMAU9013699-2021-08-13,40.0,26.2,80.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,13.0
CMAU9018176-2021-07-19,40.0,26395.0,120.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CMAU9026063-2021-09-23,40.0,8.4,56.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CMAU9040842-2021-08-14,40.0,9.7,44.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12.0
CMAU9053201-2021-08-06,40.0,29066.0,104.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8.0
CMAU9053393-2021-07-19,40.0,28169.0,126.0,,1,0,0,12,7,12,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8.0
CMAU9056216-2021-08-24,40.0,27415.0,54.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10.0
CMAU9056670-2021-06-30,40.0,23.2,90.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,13.0
CMAU9073337-2021-07-16,40.0,28.2,62.0,,1,0,0,12,7,12,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9.0
CMAU9075730-2021-08-06,40.0,27709.0,116.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10.0
CMAU9077749-2021-08-14,40.0,30.0,92.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10.0
CMAU9082621-2021-09-03,40.0,26.7,34.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9.0
CMAU9084199-2021-08-25,40.0,23.2,86.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,14.0
CMAU9087731-2021-09-10,40.0,8.3,22.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9.0
CMAU9090165-2021-09-07,40.0,28.3,22.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9.0
CMAU9090231-2021-07-21,40.0,10.35,40.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12.0
CMAU9090720-2021-07-19,40.0,25.79,96.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CMAU9092091-2021-07-13,40.0,30028.0,52.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12.0
CMAU9093966-2021-09-11,40.0,8.8,88.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8.0
CMAU9095850-2021-07-13,40.0,30029.0,96.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,7.0
CMAU9096712-2021-09-25,40.0,27.0,48.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10.0
CMAU9096796-2021-07-06,40.0,31.18,26.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CMAU9097920-2021-08-14,40.0,12.7,64.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10.0
CMAU9100350-2021-08-06,40.0,23207.0,142.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8.0
CMAU9105270-2021-08-07,40.0,27262.0,78.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8.0
CMAU9105624-2021-09-26,40.0,9.4,88.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CMAU9106791-2021-08-21,40.0,27.9,92.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10.0
CMAU9111479-2021-09-18,40.0,26355.0,124.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12.0
CMAU9121760-2021-08-06,40.0,29989.0,58.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9.0
CMAU9122703-2021-07-19,40.0,26702.0,96.0,,1,0,0,12,7,12,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CMAU9122730-2021-08-06,40.0,26702.0,54.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,14.0
CMAU9138762-2021-07-19,40.0,25795.0,142.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8.0
CMAU9139780-2021-09-07,40.0,27.32,34.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9.0
CMAU9141621-2021-08-14,40.0,29.4,56.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,13.0
CMAU9141724-2021-08-06,40.0,27609.0,6.0,,0,0,0,10,6,10,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9.0
CMAU9143990-2021-07-12,40.0,28649.0,128.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10.0
CMAU9145870-2021-09-10,40.0,13.43,82.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,16.0
CMNU3003701-2021-09-19,20.0,29.06,79.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,14.0
CMNU3003722-2021-09-23,20.0,27.4,85.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8.0
CMNU5000790-2021-09-19,40.0,29.2,16.0,,0,0,0,10,6,10,,False,False,True,False,False,False,False,False,False,False,False,False,True,False,14.0
CMNU5001312-2021-08-04,40.0,15.76,30.0,,0,0,0,9,6,9,,False,False,False,True,False,False,False,False,False,False,False,False,True,False,14.0
CMNU5001729-2021-08-07,40.0,20587.0,100.0,,0,0,0,9,6,9,,False,False,False,True,False,False,False,False,False,False,False,False,True,False,14.0
CNCU1512966-2021-07-12,20.0,4.95,101.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0
CNCU1519615-2021-09-19,20.0,28.75,77.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,14.0
CNCU1521361-2021-08-31,20.0,29.21,135.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8.0
CNCU1522136-2021-09-03,20.0,29.7,35.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12.0
CNCU1528788-2021-08-13,20.0,22.0,67.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10.0
CNCU1528999-2021-08-09,20.0,26.5,35.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CNCU1602308-2021-09-07,20.0,27.4,153.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8.0
CNCU1603182-2021-07-07,20.0,29.7,61.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,14.0
CNCU1605251-2021-08-05,20.0,29.34,85.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CNCU1605816-2021-07-31,20.0,20.67,33.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12.0
CNCU1607927-2021-07-02,20.0,27.47,145.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9.0
CNCU1613956-2021-06-28,20.0,30.21,121.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9.0
CNCU5506318-2021-07-25,40.0,13.82,62.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,16.0
CNIU1159547-2021-09-04,20.0,15402.0,111.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CNIU1174520-2021-08-20,20.0,18.98,15.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10.0
CNIU1177746-2021-07-13,20.0,29.04,67.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,16.0
CNIU1198008-2021-08-26,20.0,21.33,113.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10.0
CNIU1201694-2021-07-13,20.0,28.88,5.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12.0
CNIU1205576-2021-07-21,20.0,19.37,63.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CNIU1211075-2021-08-20,20.0,27.35,107.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8.0
CNIU1211373-2021-08-26,20.0,29.0,47.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CNSU2013808-2021-08-06,20.0,28.3,85.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,13.0
CNSU2028602-2021-08-06,20.0,28.3,5.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,14.0
CNSU2031397-2021-08-06,20.0,28.3,77.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9.0
CNSU2032156-2021-06-30,20.0,28.3,15.0,,1,0,0,12,7,12,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12.0
CNSU2053230-2021-06-11,20.0,28.2,37.0,,1,0,0,12,7,12,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9.0
CNSU2057920-2021-07-21,20.0,27.3,31.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8.0
CNSU2066351-2021-08-06,20.0,28.3,129.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8.0
CNSU2066829-2021-08-06,20.0,28.3,57.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,14.0
CNSU2070428-2021-08-20,20.0,27.8,133.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CNSU2074866-2021-08-06,20.0,28.3,47.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12.0
CNTU2196209-2021-07-13,20.0,16.35,91.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CPSU1738265-2021-07-10,20.0,28.05,99.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CPSU1759057-2021-09-18,20.0,24081.0,73.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10.0
CPSU1764454-2021-09-08,20.0,29.53,23.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CPSU1766483-2021-07-21,20.0,30.11,69.0,,0,0,0,15,7,15,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,19.0
CPSU1831383-2021-08-10,20.0,30.3,91.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12.0
CPSU5129230-2021-08-18,40.0,33678.0,46.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,29.0
CPSU5166018-2021-08-18,40.0,33678.0,46.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,29.0
CPSU6445418-2021-08-28,40.0,29.74,102.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10.0
CPWU2158001-2021-07-21,20.0,26.0,37.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,19.0
CPWU8058925-2021-09-09,40.0,16908.0,78.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CRLU1296500-2021-08-18,40.0,33.95,6.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,29.0
CRLU1306830-2021-07-23,40.0,28.61,12.0,,0,0,0,9,6,9,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,17.0
CRLU1315301-2021-09-06,40.0,29.66,18.0,,0,0,0,9,6,9,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1.0
CRLU1368805-2021-08-05,40.0,25.85,38.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,29.0
CRLU1369761-2021-08-28,40.0,33.7,70.0,,0,0,0,10,6,10,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,14.0
CRLU1388720-2021-07-21,40.0,26.8,112.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,8.0
CRLU1388720-2021-09-19,40.0,30.0,26.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,29.0
CRLU1389109-2021-09-10,40.0,27.3,14.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,9.0
CRLU1389140-2021-07-06,40.0,29.3,22.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,29.0
CRLU1396875-2021-08-22,40.0,25.8,18.0,,0,0,0,14,7,14,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1.0
CRLU1397038-2021-09-27,40.0,33.56,108.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,11.0
CRLU1409720-2021-07-07,40.0,27.7,18.0,,1,0,0,11,6,11,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1.0
CRLU1410000-2021-07-21,40.0,26.7,32.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,7.0
CRLU1410891-2021-08-02,40.0,33.6,2.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,10.0
CRLU1614766-2021-07-07,40.0,28.7,10.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,30.0
CRLU1838869-2021-09-08,40.0,30346.0,18.0,,1,0,0,12,7,12,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,29.0
CRLU1842555-2021-08-28,40.0,33.6,18.0,,0,0,0,14,7,14,,False,False,False,False,True,False,False,False,False,False,False,False,True,False,17.0
CRSU1009143-2021-09-09,20.0,30.2,109.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8.0
CRSU1029392-2021-07-07,20.0,22.77,69.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,13.0
CRSU1033807-2021-07-10,20.0,30345.0,61.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
CRSU1035501-2021-09-03,20.0,22.8,3.0,,1,0,0,12,7,12,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,16.0
CRSU1043575-2021-08-07,20.0,19.46,63.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12.0
CRSU1060443-2021-09-26,20.0,27.2,49.0,,1,0,0,12,7,12,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12.0
CRSU1060654-2021-07-10,20.0,26.67,59.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,13.0
CRSU1060994-2021-08-26,20.0,27256.0,87.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,13.0
CRSU1061835-2021-07-23,20.0,29.2,31.0,,0,0,0,15,7,15,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9.0
CRSU1069610-2021-09-19,20.0,29.2,139.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8.0
CRSU1069707-2021-08-05,20.0,29304.0,109.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8.0
CRSU1080970-2021-08-04,20.0,30.25,73.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,13.0
CRSU1082078-2021-07-25,20.0,27.34,85.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8.0
CRSU1086480-2021-09-16,20.0,22.58,75.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9.0
CRSU1089447-2021-07-13,20.0,30.22,139.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CRSU1094823-2021-08-04,20.0,21.95,119.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10.0
CRSU1102019-2021-07-25,20.0,28.16,131.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CRSU1108130-2021-06-29,20.0,28.3,69.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,13.0
CRSU1112700-2021-09-07,20.0,20.0,21.0,,1,0,0,12,7,12,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,20.0
CRSU1116898-2021-09-19,20.0,28302.0,79.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,14.0
CRSU1117889-2021-08-18,20.0,19352.0,69.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,16.0
CRSU1120753-2021-09-25,20.0,18.0,35.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CRSU1135901-2021-07-26,20.0,25.8,61.0,,0,0,0,10,6,10,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CRSU1138813-2021-08-20,20.0,28.3,93.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,16.0
CRSU1140683-2021-08-13,20.0,27.9,73.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10.0
CRSU1146790-2021-08-14,20.0,29.7,85.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9.0
CRSU1147585-2021-08-09,20.0,28.8,91.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12.0
CRSU1147733-2021-08-28,20.0,3.5,51.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10.0
CRSU1149079-2021-07-03,20.0,29.21,101.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,13.0
CRSU1150510-2021-09-15,20.0,22.6,83.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8.0
CRSU1154922-2021-06-29,20.0,23.6,57.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,16.0
CRSU1156611-2021-08-26,20.0,30114.0,91.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12.0
CRSU1159708-2021-09-08,20.0,22.22,43.0,,1,0,0,12,7,12,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,30.0
CRSU1166306-2021-08-13,20.0,27.3,15.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CRSU1166841-2021-08-02,20.0,28.8,67.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10.0
CRSU1168628-2021-07-07,20.0,20.5,113.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,12.0
CRSU1184526-2021-09-16,20.0,22.51,49.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9.0
CRSU1197740-2021-07-26,20.0,28.3,67.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,14.0
CRSU1216583-2021-09-04,20.0,26865.0,65.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9.0
CRSU1223941-2021-07-21,20.0,26.0,129.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CRSU1224742-2021-09-26,20.0,27.9,135.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8.0
CRSU1238406-2021-09-09,20.0,5.71,91.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CRSU1238556-2021-07-30,20.0,23955.0,87.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,13.0
CRSU1238957-2021-09-28,20.0,29832.0,55.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9.0
CRSU1239640-2021-08-26,20.0,28.64,15.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10.0
CRSU1251060-2021-08-09,20.0,26.75,13.0,,1,0,0,12,7,12,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,20.0
CRSU1254937-2021-07-24,20.0,30.3,41.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8.0
CRSU1263672-2021-07-26,20.0,28.3,99.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10.0
CRSU1264909-2021-09-15,20.0,30.0,47.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,14.0
CRSU1266579-2021-08-25,20.0,30.2,101.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8.0
CRSU1266901-2021-07-16,20.0,28.3,71.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,13.0
CRSU1266938-2021-09-15,20.0,22.4,87.0,,0,0,0,15,7,15,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10.0
CRSU1270985-2021-08-04,20.0,22.0,51.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10.0
CRSU1278420-2021-08-26,20.0,30114.0,49.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9.0
CRSU1282353-2021-08-12,20.0,28.5,59.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,13.0
CRSU1284335-2021-08-04,20.0,29.45,75.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,13.0
CRSU1300776-2021-08-27,20.0,29.41,75.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CRSU1311786-2021-08-26,20.0,29881.0,111.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,9.0
CRSU1318081-2021-07-31,20.0,29.13,15.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8.0
CRSU1320073-2021-08-17,20.0,24176.0,61.0,,1,0,0,12,7,12,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CRSU1330045-2021-09-17,20.0,22.46,91.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,16.0
CRSU1330929-2021-07-12,20.0,21.7,75.0,,1,0,0,11,6,11,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CRSU1330976-2021-08-27,20.0,23.88,53.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,11.0
CRSU1343248-2021-08-05,20.0,29274.0,125.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10.0
CRSU1345153-2021-07-16,20.0,13.6,83.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,10.0
CRSU1347140-2021-09-09,20.0,30.2,109.0,,0,0,0,9,6,9,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,8.0
